date,event,reason,entry_date,entry_close,exit_close,trade_return,peak_close,stop_level,momentum_7d,volume_rel,official_buy_still_true
2021-12-03,EXIT,Trail8_Priority,2021-11-30,4631.47900390625,4220.7060546875,-0.08869152788392187,4631.47900390625,4260.96068359375,0.04708543958085598,0.25169712926031607,True
2023-02-15,ENTRY,Buy,2023-02-15,1673.7459716796875,,,1673.7459716796875,,,,True
2023-03-04,EXIT,Official_Sell,2023-02-15,1673.7459716796875,1566.9239501953125,-0.06382212312491709,1702.6751708984375,,,,
2023-03-13,ENTRY,Buy,2023-03-13,1680.3089599609375,,,1680.3089599609375,,,,True
2023-04-19,EXIT,Trail8_Priority,2023-03-13,1680.3089599609375,1936.4034423828125,0.15240916315046515,2120.005859375,1950.405390625,0.008185276074555325,0.4907137429563302,True
2023-05-05,ENTRY,Buy,2023-05-05,1995.0609130859373,,,1995.0609130859373,,,,True
2023-05-08,EXIT,Official_Sell,2023-05-05,1995.0609130859373,1849.042724609375,-0.07318983972810289,1995.0609130859373,,,,
2023-05-28,ENTRY,Buy,2023-05-28,1910.9141845703125,,,1910.9141845703125,,,,True
2023-06-01,EXIT,Official_Sell,2023-05-28,1910.9141845703125,1862.201416015625,-0.025491866117285156,1910.9141845703125,,,,
2023-06-02,ENTRY,Buy,2023-06-02,1907.256591796875,,,1907.256591796875,,,,True
2023-06-08,EXIT,Official_Sell,2023-06-02,1907.256591796875,1846.3018798828125,-0.0319593662311769,1907.256591796875,,,,
2023-06-21,ENTRY,Buy,2023-06-21,1891.0072021484373,,,1891.0072021484373,,,,True
2023-08-03,EXIT,Official_Sell,2023-06-21,1891.0072021484373,1835.136474609375,-0.029545486381852837,2006.511474609375,,,,
2023-11-22,ENTRY,Buy,2023-11-22,2064.42529296875,,,2064.42529296875,,,,True
2024-01-23,EXIT,Official_Sell,2023-11-22,2064.42529296875,2240.68603515625,0.08538005360999423,2619.619140625,,,,
2024-01-31,ENTRY,Buy,2024-01-31,2282.54443359375,,,2282.54443359375,,,,True
2024-02-01,EXIT,Official_Sell,2024-01-31,2282.54443359375,2303.82470703125,0.009323048929214206,2282.54443359375,,,,
2024-02-06,ENTRY,Buy,2024-02-06,2372.201904296875,,,2372.201904296875,,,,True
2024-03-15,EXIT,Trail8_Priority,2024-02-06,2372.201904296875,3735.22021484375,0.5745793846965468,4066.445068359375,3741.1294628906253,-0.04029762608956711,0.3974100346183247,False
2024-04-08,ENTRY,Buy,2024-04-08,3695.292724609375,,,3695.292724609375,,,,True
2024-04-12,EXIT,Official_Sell,2024-04-08,3695.292724609375,3243.034912109375,-0.12238754713209021,3695.292724609375,,,,
2024-06-20,ENTRY,Buy,2024-06-20,3511.0869140625,,,3511.0869140625,,,,True
2024-06-24,EXIT,Official_Sell,2024-06-20,3511.0869140625,3350.25634765625,-0.045806489654840576,3516.07568359375,,,,
2024-07-15,ENTRY,Buy,2024-07-15,3489.552734375,,,3489.552734375,,,,True
2024-07-17,EXIT,Official_Sell,2024-07-15,3489.552734375,3388.75244140625,-0.028886307398590994,3489.552734375,,,,
2024-07-19,ENTRY,Buy,2024-07-19,3505.73486328125,,,3505.73486328125,,,,True
2024-07-25,EXIT,Official_Sell,2024-07-19,3505.73486328125,3174.42724609375,-0.09450447056267319,3536.60546875,,,,
2024-12-09,ENTRY,Buy,2024-12-09,3718.6904296875,,,3718.6904296875,,,,True
2024-12-22,EXIT,Official_Sell,2024-12-09,3718.6904296875,3277.53515625,-0.1186318898490758,3987.48095703125,,,,
2025-01-07,ENTRY,Buy,2025-01-07,3381.577392578125,,,3381.577392578125,,,,True
2025-01-08,EXIT,Official_Sell,2025-01-07,3381.577392578125,3326.329345703125,-0.016337951334858714,3381.577392578125,,,,
2025-07-02,ENTRY,Buy,2025-07-02,2571.33544921875,,,2571.33544921875,,,,True
2025-07-05,EXIT,Official_Sell,2025-07-02,2571.33544921875,2517.280029296875,-0.02102231349795247,2591.00732421875,,,,
2025-07-07,ENTRY,Buy,2025-07-07,2543.01318359375,,,2543.01318359375,,,,True
2025-08-18,EXIT,Trail8_Priority,2025-07-07,2543.01318359375,4312.5048828125,0.6958248233373803,4756.27587890625,4375.77380859375,0.0202362805406322,0.2868700908679822,True
2025-08-25,ENTRY,Buy,2025-08-25,4372.98779296875,,,4372.98779296875,,,,True
2025-09-23,EXIT,Official_Sell,2025-08-25,4372.98779296875,4165.50390625,-0.04744671070254525,4715.24609375,,,,
2025-10-02,ENTRY,Buy,2025-10-02,4487.923828125,,,4487.923828125,,,,True
2025-10-10,EXIT,Official_Sell,2025-10-02,4487.923828125,3843.0087890625,-0.14370008577706583,4687.771484375,,,,
