variant,label,signal_date,signal_close,effective_from,exit_date,exit_price,exit_origin,status,net_return,trade_drawdown,trade_days,baseline_next_buy,days_to_baseline_buy,rsi,momentum_7d,volume_rel_20,distance_sma200,sma50_slope_5d,confirmation_reference,confirmation_margin
rsi40_65_mean7,"RSI 40-65, Close sopra media7 precedente",2023-01-06,1268.84,2023-01-07,2023-03-03,1569.54,sma50_exit,closed,0.23303291984994168,-0.09872074098894257,56,2023-02-15,40.0,59.159195113766316,0.05816028688182806,0.2651971681357934,-0.08657795325115425,0.0012527289960140298,1218.4842857142855,0.041326519246980276
rsi40_65_mean7,"RSI 40-65, Close sopra media7 precedente",2023-11-20,2022.55,2023-11-21,2024-01-23,2240.81,sma50_exit,closed,0.10437079156193918,-0.14417696911366495,64,2023-11-22,2.0,61.2780187404175,-0.015306793119732709,0.2710776870509273,0.13387024102317913,0.01831592285169248,1998.9085714285713,0.01182716854054644
rsi40_65_mean7,"RSI 40-65, Close sopra media7 precedente",2024-11-06,2724.27,2024-11-07,2024-12-18,3624.84,trail8_exit,closed,0.3263185336219978,-0.09531665314781301,42,2024-12-09,33.0,61.016214229448266,0.024870587173082104,2.0410025321143843,-0.07900863009147197,0.0053974182089220335,2493.217142857143,0.09267257679693253
rsi40_65_mean7,"RSI 40-65, Close sopra media7 precedente",2025-05-29,2631.68,2025-05-30,2025-06-05,2415.34,trail8_exit,closed,-0.08514063439688724,-0.08220604328793768,7,2025-07-02,34.0,64.97458293634952,-0.012647304897219547,0.25078966666283975,-0.023399314281354555,0.05071379283348709,2597.7485714285713,0.01306186016022659
rsi40_65_mean7,"RSI 40-65, Close sopra media7 precedente",2025-06-11,2772.39,2025-06-12,2025-06-16,2545.27,trail8_exit,closed,-0.08485759511064461,-0.08671940095008279,5,2025-07-02,21.0,63.95059758539855,0.06259701732801326,0.469585199542526,0.04440138338853328,0.04647973497404534,2576.7657142857142,0.07591853796786219
rsi40_65_mean7,"RSI 40-65, Close sopra media7 precedente",2026-01-13,3323.38,2026-01-14,2026-01-20,2936.5,sma50_exit,closed,-0.11923682593022777,-0.12469223386053507,7,,,64.75244995747667,0.008432480982160984,0.677278663037175,-0.08629739862487107,0.010497647033403723,3134.6885714285713,0.060194633141957166
rsi40_65_mean7,"RSI 40-65, Close sopra media7 precedente",2026-07-28,1919.9,2026-07-29,,,,open,0.25950559924996086,-0.039960414604927386,25,,,58.17682597199675,-0.0047174701918091255,0.21681209731332074,-0.09784241770713697,0.013799512323345198,1902.2671428571427,0.009269390584317971
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2017-02-01,10.72,2017-02-02,2017-03-08,16.68,trail8_exit,closed,0.5509950280597011,-0.15243902439024393,35,2017-03-18,45.0,61.04685813146917,0.01611374407582944,0.2126104849194732,-0.005819480188263615,0.02492691183258966,10.581428571428573,0.013095720264614474
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2018-05-03,775.51,2018-05-04,2018-05-11,678.05,trail8_exit,closed,-0.12846774921277626,-0.16496305418719215,8,2019-04-23,355.0,71.61990046759124,0.17323751891074135,0.46839802995781965,0.18793984705567435,0.003179446066632119,671.3142857142857,0.1552115253660198
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2018-05-14,726.9,2018-05-15,2018-05-23,577.2,sma50_exit,closed,-0.20848199527858025,-0.205943045810978,9,2019-04-23,344.0,57.274904030284915,-0.03391722708061984,0.21631212474714068,0.07379659332158783,0.031043583325578883,723.5600000000001,0.004616065011885606
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2019-03-27,139.08,2019-03-28,2019-04-11,164.92,trail8_exit,closed,0.18200084983606524,-0.08752904725019373,15,2019-04-23,27.0,56.30464199513452,0.0025228861817920833,0.4122320856994015,-0.09182712980348706,0.02225603868465975,135.2785714285714,0.02810074449548572
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2020-01-15,166.29,2020-01-16,2020-02-19,258.66,trail8_exit,closed,0.5505018351650732,-0.09700632270234388,35,2020-05-28,134.0,70.7352442673671,0.18271692745376944,1.050578830597526,-0.09712049361105102,0.004172469732023787,145.93285714285713,0.13949663739684603
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2020-05-07,212.47,2020-05-08,2020-05-10,187.73,trail8_exit,closed,-0.11926509818421438,-0.11643996799548173,3,2020-05-28,21.0,62.94168107682831,0.03025747951316493,0.28878480748864654,0.22294710855921962,0.056084522029947736,207.7657142857143,0.022642261888390802
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2022-03-28,3334.47,2022-03-29,2022-04-06,3168.52,trail8_exit,closed,-0.052806338815104104,-0.10056262383685621,9,2023-02-15,324.0,71.18485005502046,0.1533648325193353,0.4543042923855891,-0.04413656354156148,0.010968149354382506,3079.957142857143,0.08263519436726852
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2023-01-06,1268.84,2023-01-07,2023-03-03,1569.54,sma50_exit,closed,0.23303291984994168,-0.09872074098894257,56,2023-02-15,40.0,59.159195113766316,0.05816028688182806,0.2651971681357934,-0.08657795325115425,0.0012527289960140298,1218.4842857142855,0.041326519246980276
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2023-10-24,1785.28,2023-10-25,2024-01-23,2240.81,sma50_exit,closed,0.2511455595052876,-0.14417696911366495,91,2023-11-22,29.0,72.72115346446685,0.1405790805243925,2.1173409985681864,0.00014263102362566116,0.003394698561620224,1623.0614285714287,0.09994604552419895
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2024-11-06,2724.27,2024-11-07,2024-12-18,3624.84,trail8_exit,closed,0.3263185336219978,-0.09531665314781301,42,2024-12-09,33.0,61.016214229448266,0.024870587173082104,2.0410025321143843,-0.07900863009147197,0.0053974182089220335,2493.217142857143,0.09267257679693253
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2025-05-12,2495.83,2025-05-13,2025-06-05,2415.34,trail8_exit,closed,-0.03534411587712305,-0.09947952396575888,24,2025-07-02,51.0,78.29046314900906,0.37122215202043773,0.5578141417361171,-0.07587598973582255,0.02425600056888433,2157.075714285714,0.15704329869870115
rsi40_mean7,Proposta: RSI >=40 e Close sopra media7 precedente,2025-06-10,2816.5,2025-06-11,2025-06-13,2580.21,trail8_exit,closed,-0.08682409609884623,-0.0838949050239659,3,2025-07-02,22.0,67.1300706139388,0.08534390739220732,1.185290178573573,0.05977045142496151,0.045761698199809464,2545.1271428571426,0.10662447960781085
