Date,EquityStrategy,EquityBuyHold,DailyReturnStrategy,DailyReturnBuyHold,EffectiveExposure,Turnover
2019-07-10,22.42547999874874,34.988800000000005,-0.06261366588724349,-0.06261366588724326,1.0,0.0
2019-07-11,20.874715791518195,32.56925853658537,-0.06915188470066513,-0.06915188470066513,1.0,0.0
2019-07-12,20.749467496769086,33.402036585365856,-0.006,0.025569450647610292,0.0,1.0
2019-07-13,20.749467496769086,32.61289756097561,-0.0,-0.023625476320087158,0.0,0.0
2019-07-14,20.749467496769086,27.36651707317073,-0.0,-0.160868272375855,0.0,0.0
2019-07-15,20.749467496769086,27.671990243902442,0.0,0.011162296243798941,0.0,0.0
2019-07-16,20.749467496769086,24.109348780487803,-0.0,-0.12874540038549165,0.0,0.0
2019-07-17,20.749467496769086,25.625804878048786,0.0,0.06289908994921856,0.0,0.0
2019-07-18,20.749467496769086,27.433187804878052,0.0,0.07052980132450326,0.0,0.0
2019-07-19,20.749467496769086,26.81496829268293,-0.0,-0.02253546020944719,0.0,0.0
2019-07-20,20.749467496769086,27.745934146341465,0.0,0.03471814113286009,0.0,0.0
2019-07-21,20.749467496769086,27.35197073170732,-0.0,-0.014198960199222399,0.0,0.0
2019-07-22,20.749467496769086,26.32039268292683,-0.0,-0.03771494415883714,0.0,0.0
2019-07-23,20.749467496769086,25.690051219512196,-0.0,-0.023948786441302494,0.0,0.0
2019-07-24,20.749467496769086,26.25493414634147,0.0,0.021988392393715195,0.0,0.0
2019-07-25,20.749467496769086,26.581014634146346,0.0,0.012419779306523715,0.0,0.0
2019-07-26,20.749467496769086,26.5895,0.0,0.00031922655964966573,0.0,0.0
2019-07-27,20.749467496769086,25.105773170731712,-0.0,-0.05580123090950517,0.0,0.0
2019-07-28,20.749467496769086,25.637926829268295,0.0,0.021196465646274865,0.0,0.0
2019-07-29,20.749467496769086,25.54458780487805,-0.0,-0.0036406619385344063,0.0,0.0
2019-07-30,20.749467496769086,25.435490243902443,-0.0,-0.004270867935272427,0.0,0.0
2019-07-31,20.749467496769086,26.510707317073173,0.0,0.04227231568412515,0.0,0.0
2019-08-01,20.749467496769086,26.371304878048786,-0.0,-0.005258344764517475,0.0,0.0
2019-08-02,20.749467496769086,26.401609756097567,0.0,0.001149161112387942,0.0,0.0
2019-08-03,20.749467496769086,26.92770243902439,0.0,0.019926538108355984,0.0,0.0
2019-08-04,20.749467496769086,27.008919512195124,0.0,0.003016115962906296,0.0,0.0
2019-08-05,20.749467496769086,28.244146341463416,0.0,0.04573403348144156,0.0,0.0
2019-08-06,20.749467496769086,27.37257804878049,-0.0,-0.030858369098712424,0.0,0.0
2019-08-07,20.749467496769086,27.37136585365854,-0.0,-4.428501837827614e-05,0.0,0.0
2019-08-08,20.749467496769086,26.76648048780488,-0.0,-0.022099202834366727,0.0,0.0
2019-08-09,20.749467496769086,25.492463414634148,-0.0,-0.04759748199809788,0.0,0.0
2019-08-10,20.749467496769086,24.983341463414636,-0.0,-0.0199714693295292,0.0,0.0
2019-08-11,20.749467496769086,26.190687804878053,0.0,0.048326055312954974,0.0,0.0
2019-08-12,20.749467496769086,25.608834146341465,-0.0,-0.0222160510969176,0.0,0.0
2019-08-13,20.749467496769086,25.28396585365854,-0.0,-0.012685790021774057,0.0,0.0
2019-08-14,20.749467496769086,22.58319512195122,-0.0,-0.10681752804679268,0.0,0.0
2019-08-15,20.749467496769086,22.81351219512195,0.0,0.010198604401502998,0.0,0.0
2019-08-16,20.749467496769086,22.457126829268294,-0.0,-0.01562167906482459,0.0,0.0
2019-08-17,20.749467496769086,22.497129268292685,0.0,0.001781280362733506,0.0,0.0
2019-08-18,20.749467496769086,23.606287804878054,0.0,0.04930222533541695,0.0,0.0
2019-08-19,20.749467496769086,24.525131707317076,0.0,0.03892369312930044,0.0,0.0
2019-08-20,20.749467496769086,23.82690731707317,-0.0,-0.028469750889679846,0.0,0.0
2019-08-21,20.749467496769086,22.7129,-0.0,-0.046754171754171736,0.0,0.0
2019-08-22,20.749467496769086,23.08140731707317,0.0,0.01622458237711477,0.0,0.0
2019-08-23,20.749467496769086,23.588104878048785,0.0,0.021952628538417285,0.0,0.0
2019-08-24,20.749467496769086,23.139592682926832,-0.0,-0.019014337838532347,0.0,0.0
2019-08-25,20.749467496769086,22.618348780487807,-0.0,-0.022526062130022506,0.0,0.0
2019-08-26,20.749467496769086,22.825634146341468,0.0,0.009164478267860154,0.0,0.0
2019-08-27,20.749467496769086,22.6607756097561,-0.0,-0.0072225172596920295,0.0,0.0
2019-08-28,20.749467496769086,20.945519512195123,-0.0,-0.07569273563710288,0.0,0.0
2019-08-29,20.749467496769086,20.46427804878049,-0.0,-0.022975866658950128,0.0,0.0
2019-08-30,20.749467496769086,20.41336585365854,-0.0,-0.002487856888994111,0.0,0.0
2019-08-31,20.749467496769086,20.84127073170732,0.0,0.020961995249406007,0.0,0.0
2019-09-01,20.749467496769086,20.763690243902442,-0.0,-0.0037224451811783688,0.0,0.0
2019-09-02,20.749467496769086,21.67404878048781,0.0,0.04384377371708803,0.0,0.0
2019-09-03,20.749467496769086,21.69344390243903,0.0,0.0008948545861298118,0.0,0.0
2019-09-04,20.749467496769086,21.19159512195122,-0.0,-0.023133661153330487,0.0,0.0
2019-09-05,20.749467496769086,21.09219512195122,-0.0,-0.004690538839949632,0.0,0.0
2019-09-06,20.749467496769086,20.510341463414633,-0.0,-0.02758620689655178,0.0,0.0
2019-09-07,20.749467496769086,21.586770731707322,0.0,0.052482269503546286,0.0,0.0
2019-09-08,20.749467496769086,22.008614634146344,0.0,0.019541778975741053,0.0,0.0
2019-09-09,20.749467496769086,21.89588048780488,-0.0,-0.005122273628552554,0.0,0.0
2019-09-10,20.749467496769086,21.775873170731707,-0.0,-0.005480817140010141,0.0,0.0
2019-09-11,20.749467496769086,21.613439024390246,-0.0,-0.007459363170785882,0.0,0.0
2019-09-12,20.749467496769086,21.951641463414635,0.0,0.015647784632641493,0.0,0.0
2019-09-13,20.749467496769086,22.019524390243905,0.0,0.0030923850019328736,0.0,0.0
2019-09-14,20.749467496769086,22.89230487804878,0.0,0.03963666391412035,0.0,0.0
2019-09-15,20.749467496769086,22.94685365853659,0.0,0.002382843526608669,0.0,0.0
2019-09-16,20.749467496769086,23.951763414634147,0.0,0.043792921288959175,0.0,0.0
2019-09-17,20.749467496769086,25.20759756097561,0.0,0.05243180322890839,0.0,0.0
2019-09-18,20.749467496769086,25.488826829268298,0.0,0.011156528011541322,0.0,0.0
2019-09-19,20.749467496769086,26.76526829268293,0.0,0.05007847053787984,0.0,0.0
2019-09-20,20.749467496769086,26.433126829268293,-0.0,-0.012409420289855144,0.0,0.0
2019-09-21,20.749467496769086,26.0379512195122,-0.0,-0.014950013757681235,0.0,0.0
2019-09-22,20.749467496769086,25.589439024390245,-0.0,-0.01722532588454384,0.0,0.0
2019-09-23,20.749467496769086,24.340878048780493,-0.0,-0.048792041686404386,0.0,0.0
2019-09-24,20.749467496769086,20.15395609756098,-0.0,-0.1720119521912351,0.0,0.0
2019-09-25,20.749467496769086,20.607317073170734,0.0,0.02249488752556239,0.0,0.0
2019-09-26,20.749467496769086,20.104256097560977,-0.0,-0.024411764705882355,0.0,0.0
2019-09-27,20.749467496769086,21.145531707317073,0.0,0.05179378956888736,0.0,0.0
2019-09-28,20.749467496769086,21.080073170731712,-0.0,-0.0030956202705798574,0.0,0.0
2019-09-29,20.749467496769086,20.532160975609756,-0.0,-0.025991949396204972,0.0,0.0
2019-09-30,20.749467496769086,21.961339024390245,0.0,0.0696068012752391,0.0,0.0
2019-10-01,20.749467496769086,21.352817073170733,-0.0,-0.027708781807142424,0.0,0.0
2019-10-02,20.749467496769086,21.91891219512195,0.0,0.02651149588418944,0.0,0.0
2019-10-03,20.749467496769086,21.219475609756103,-0.0,-0.031910186926224715,0.0,0.0
2019-10-04,20.749467496769086,21.33099756097561,0.0,0.005255641245358378,0.0,0.0
2019-10-05,20.749467496769086,21.423124390243903,0.0,0.004318917997385929,0.0,0.0
2019-10-06,20.749467496769086,20.629136585365856,-0.0,-0.03706218525434268,0.0,0.0
2019-10-07,20.749467496769086,21.851029268292685,0.0,0.05923140204489363,0.0,0.0
2019-10-08,20.749467496769086,21.90679024390244,0.0,0.002551869521801642,0.0,0.0
2019-10-09,20.749467496769086,23.42688292682927,0.0,0.06938911022576355,0.0,0.0
2019-10-10,20.749467496769086,23.24869024390244,-0.0,-0.007606333436820822,0.0,0.0
2019-10-11,20.749467496769086,21.921336585365854,-0.0,-0.057093696230251956,0.0,0.0
2019-10-12,20.749467496769086,21.802541463414638,-0.0,-0.005419155054191327,0.0,0.0
2019-10-13,20.749467496769086,21.962551219512196,0.0,0.007339041476704056,0.0,0.0
