Data,Open,High,Low,Close,ETH-USD,SMA50,SMA200,RSI,ATR,Volume,VolumeAvg20,Azione,Livello_Rischio,Standard_Entry,Breakout_Raw,Breakout_Guard_Passed,Breakout_Entry,Entry_Path,Position_Open,Official_Sell,Trail8_Stop_Hit,Trail8_Confirmed
2016-12-21,7.64,7.97,7.64,7.91,7.91,9.119399999999999,11.5583,43.24515158689851,0.5072968594972851,46350.30741928,58557.211538429,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-22,7.93,7.95,7.5,7.55,7.55,9.0538,11.52585,38.796910847368494,0.5032042266760505,86905.17310973,56993.30753701749,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-23,7.54,7.67,7.01,7.13,7.13,8.979,11.490400000000001,34.35678889227951,0.5144039247706182,95553.44592549,58875.91596019249,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-24,7.14,7.46,7.08,7.22,7.22,8.9004,11.453899999999999,36.04584630050817,0.5048036444298598,29874.25951248,58116.960516586005,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-25,7.23,7.34,7.12,7.19,7.19,8.821,11.416649999999999,35.71594790545876,0.4844605269705841,26438.83510247,54761.406419141,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-26,7.18,7.33,7.02,7.26,7.26,8.746,11.379399999999999,37.1611047563597,0.4719990607583996,26970.32002986,47623.527665031004,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-27,7.23,7.37,7.05,7.16,7.16,8.6706,11.345650000000001,35.91882196385117,0.46114198498994247,45356.90645935,45340.2533880545,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-28,7.15,7.72,7.05,7.62,7.62,8.6062,11.31325,45.023263725983306,0.476060414633518,98303.43480063,46795.8460625125,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-29,7.6,8.53,7.6,8.29,8.29,8.5596,11.276800000000001,55.04234953341089,0.5084846707311239,152526.66075647,51391.376041917996,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-30,8.3,8.52,8.01,8.21,8.21,8.5136,11.228399999999999,53.78201431110622,0.5085929085360437,66140.23918059,52465.851137602,VENDI,ALTO,False,False,True,False,,False,True,False,False
2016-12-31,8.2,8.29,8.0,8.16,8.16,8.471,11.175249999999998,52.96571644433271,0.4929791293548976,43418.8498603,53528.314446945,VENDI,ALTO,False,False,True,False,,False,True,False,False
2017-01-01,8.16,8.6,8.08,8.18,8.18,8.4356,11.12405,53.27123708502827,0.49490919154383345,59519.78894094,54281.557865477494,VENDI,ALTO,False,False,True,False,,False,True,False,False
2017-01-02,8.2,8.53,8.05,8.38,8.38,8.400400000000001,11.061,56.32636926167598,0.4938442492907024,70490.23263029,55943.9363855875,MANTIENI STATO ATTUALE,ALTO,False,False,True,False,,False,False,False,False
2017-01-03,8.38,10.02,8.24,9.59,9.59,8.3918,11.0307,69.37282865088048,0.5857125171985094,193090.5325617,63894.7975143095,MANTIENI STATO ATTUALE,ALTO,False,False,True,False,,False,False,False,False
2017-01-04,9.62,11.17,9.34,11.17,11.17,8.4098,11.02835,78.43275167456976,0.674590194541473,249702.49312189,72642.663609893,MANTIENI STATO ATTUALE,ALTO,False,False,True,False,,False,False,False,False
2017-01-05,11.13,11.8,9.08,10.23,10.23,8.4144,11.017750000000001,65.93603563842838,0.8206908949313677,318195.64966402,86867.365687723,MANTIENI STATO ATTUALE,ALTO,False,False,True,False,,False,False,False,False
2017-01-06,10.23,10.46,9.52,10.14,10.14,8.419,11.009400000000001,64.87031398739006,0.8292129738648415,139579.01357529,91977.56323048749,MANTIENI STATO ATTUALE,ALTO,False,False,True,False,,False,False,False,False
2017-01-07,10.14,10.21,9.55,9.92,9.92,8.427200000000001,10.98955,62.22281696427466,0.8171263328744958,68202.88241145,94325.65330908049,MANTIENI STATO ATTUALE,ALTO,False,False,True,False,,False,False,False,False
2017-01-08,9.92,10.58,9.89,10.5,10.5,8.4436,10.97615,66.14560250333767,0.8080458805263175,62882.92455958,95403.12420101151,MANTIENI STATO ATTUALE,ALTO,False,False,True,False,,False,False,False,False
